,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,11/07/2023,,Talk about studies,174,5,medium,"In other words, please don't be late.",
,11/07/2023,,Talk about studies,174,5,medium,I haven't gotten through all the questions on the form yet. I have two questions left,
,11/07/2023,,Talk about studies,174,5,medium,Have you research sales trends before,
,11/07/2023,,Talk about studies,174,5,medium,"If you'd like to show me your application form, I can read it over
 quickly.",read sm over
,11/07/2023,,Talk about studies,174,5,medium,"Correct me if I'm wrong , but I think you worked at the bank for two years, not three.",
,11/07/2023,,Talk about studies,174,5,medium,Can you read over my application form before I send it? I'd like your opoinion on it,
,11/07/2023,,Talk about studies,174,5,medium,Tom couldn't get through his book about how to succeed in interviews. He just never finished it,
,11/07/2023,,Talk about studies,174,5,medium,Have you reseached sales trends before?,
,11/07/2023,,Talk about studies,174,6,medium,I was confused from the start.,
,11/07/2023,,Talk about studies,174,6,medium,Who was it at the door?,
,11/07/2023,,Talk about studies,174,6,medium,They're looking for qualified teachers like you!,
,11/07/2023,,Talk about studies,174,6,medium,Have you researched sales trends before?,
,11/07/2023,,Talk about studies,174,6,medium,"No, your grandmother can't be one of your references!",
,11/07/2023,,Talk about studies,174,6,medium,Was it your profesor who got you the internship?,
,11/07/2023,,Talk about studies,174,6,medium,That break room is for faculty members only.,
,11/07/2023,,Talk about studies,174,6,medium,"Yes, my aunt is actually on the faculty here. She's  a professor of French",
,11/07/2023,,Talk about studies,174,6,medium,Can you take notes for me?,
,11/07/2023,,Talk about studies,174,6,medium,"I take notes on paper, but the girl taking notes in the front row uses a laptop!",
,11/07/2023,,Talk about studies,174,6,medium,The faculty and staff at this university are excellent.,
,11/07/2023,,Talk about studies,174,6,medium,Do you need me to go over that again?,
,11/07/2023,,Admiting Mistakes,174,1,hard,"If only I hadn't told his mother to shut up.-Yeah, that was pretty rude",
,11/07/2023,,Admiting Mistakes,174,1,hard,He loves gossip and things that have nothing to do with him!,
,11/07/2023,,Admiting Mistakes,174,1,hard,"Did you and Max have a lot of disagreements?Yes, we never agreed about anything",
,11/07/2023,,Admiting Mistakes,174,1,hard,Our argument had nothing to do with you!,
,11/07/2023,,Admiting Mistakes,174,1,hard,"I don't mean to be rude, but could you please shut up for a minute?",
,11/07/2023,,Admiting Mistakes,174,1,hard,My roommate and I often  have  disagreements about who should do laundry!,
,11/07/2023,,Admiting Mistakes,174,1,hard,"If only I had kept my promise, we'd still be together.",
,11/07/2023,,Admiting Mistakes,174,1,hard,Then he told me to shut up. How rude! Nobody tells me to be quiet!,
,11/07/2023,,Admiting Mistakes,174,1,hard,I didn't keep my promise,
,11/07/2023,,Admiting Mistakes,174,1,hard,Don't make promises that you can't keep,
,11/07/2023,,Admiting Mistakes,174,1,hard,"If only I had kept  my promise, we'd still be together.",
,11/07/2023,,Admiting Mistakes,174,1,hard,It has nothing to do with me!,
,11/07/2023,,Admiting Mistakes,174,1,hard,I was too shy to ask  Mia to go with me to the dance. If only I had asked  her!,
,11/07/2023,,Admiting Mistakes,174,1,hard,She says that the divorce had nothing to do with my mustache,
,11/07/2023,,Admiting Mistakes,174,1,hard,It has nothing to do with me!,
,11/07/2023,,Admiting Mistakes,174,2,hard,"If only I hadn't said that stupid thing during the meeting this morning. Yeah, the boss got really annoyed with you.",
,11/07/2023,,Admiting Mistakes,174,2,hard,If only I hadn't said that!,
,11/07/2023,,Admiting Mistakes,174,2,hard,"I think you misunderstood what I said. Oh, I'm sorry. What didn't I get?",
,11/07/2023,,Admiting Mistakes,174,2,hard,He did it behind my back!,
,11/07/2023,,Admiting Mistakes,174,2,hard,"Do you think Emily is still embarrassed by what happened? Judging by the look on her face, I'd say yes",
